"url","page_type","title","h1","intent","primary_cluster","status","canonical","internal_links","possible_overlap","notes"
"/dlya-chego-nuzhna-avtovyshka/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/dlya-chego-nuzhna-avtovyshka/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T15:23:57+00:00"
"/dlya-chego-prednaznacheny-buldozery/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/dlya-chego-prednaznacheny-buldozery/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-16T09:36:41+00:00"
"/dlya-kakikh-rabot-podkhodit-mini-ehkskavator/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/dlya-kakikh-rabot-podkhodit-mini-ehkskavator/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-13T11:21:25+00:00"
"/gde-zakazat-arendu-spectekhniki-v-moskve/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/gde-zakazat-arendu-spectekhniki-v-moskve/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-13T10:58:52+00:00"
"/kakaya-spectekhnika-samaya-vostrebovannaya/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakaya-spectekhnika-samaya-vostrebovannaya/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T08:08:20+00:00"
"/kakie-byvayut-dlinnomery/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakie-byvayut-dlinnomery/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T15:32:20+00:00"
"/kakie-marki-avtokranov-populyarny-v-arende/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakie-marki-avtokranov-populyarny-v-arende/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-24T09:15:19+00:00"
"/kakie-mashiny-otnosyatsya-k-zemlerojnym/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakie-mashiny-otnosyatsya-k-zemlerojnym/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T08:59:51+00:00"
"/kakie-mini-pogruzchiki-byvayut/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakie-mini-pogruzchiki-byvayut/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T15:07:01+00:00"
"/kakie-podiemniki-vybrat/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakie-podiemniki-vybrat/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2025-10-30T08:55:28+00:00"
"/kakoj-avtokran-luchshe/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakoj-avtokran-luchshe/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T13:42:09+00:00"
"/kakoj-ekskavator-luchshe-gusenichnyj-ili-kolesnyj/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakoj-ekskavator-luchshe-gusenichnyj-ili-kolesnyj/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T11:12:38+00:00"
"/kakoj-katok-vybrat/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakoj-katok-vybrat/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-13T12:39:08+00:00"
"/kakoj-mini-pogruzchik-luchshe/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakoj-mini-pogruzchik-luchshe/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T12:28:29+00:00"
"/kakoj-vybrat-ehkskavator-pogruzchik/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kakoj-vybrat-ehkskavator-pogruzchik/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T10:04:04+00:00"
"/kak-pravilno-kopat-na-mini-ehkskavatore/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kak-pravilno-kopat-na-mini-ehkskavatore/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T10:09:32+00:00"
"/kak-pravilno-rabotat-na-ekskavatore-pogruzchike/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kak-pravilno-rabotat-na-ekskavatore-pogruzchike/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T13:41:23+00:00"
"/kak-rabotaet-ilosos/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kak-rabotaet-ilosos/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T15:38:22+00:00"
"/kak-rabotat-na-manipulyatore-novichku/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kak-rabotat-na-manipulyatore-novichku/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T09:44:16+00:00"
"/kak-vybrat-manipulyator/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/kak-vybrat-manipulyator/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T11:47:19+00:00"
"/mini-pogruzchiki-bobcat-sravnitelnaya-kharakteristika-modelej-s130-s175-i-s770/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/mini-pogruzchiki-bobcat-sravnitelnaya-kharakteristika-modelej-s130-s175-i-s770/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-13T12:05:58+00:00"
"/osobennosti-ehkspluatacii-buldozera-zimoj/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/osobennosti-ehkspluatacii-buldozera-zimoj/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-19T11:16:44+00:00"
"/vidy-ekskavatorov/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vidy-ekskavatorov/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T14:00:33+00:00"
"/vidy-manipulyatorov/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vidy-manipulyatorov/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T09:53:10+00:00"
"/vidy-podyomnikov/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vidy-podyomnikov/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T10:27:16+00:00"
"/vidy-specztehniki-kakaya-byvaet-i-chto-vzyat-v-arendu/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vidy-specztehniki-kakaya-byvaet-i-chto-vzyat-v-arendu/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T14:02:22+00:00"
"/vidy-stroitelnoj-tehniki/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vidy-stroitelnoj-tehniki/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T13:00:22+00:00"
"/vidy-stroitelnykh-katkov/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vidy-stroitelnykh-katkov/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-13T12:48:57+00:00"
"/vidy-tralov/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vidy-tralov/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T15:58:10+00:00"
"/vybor-buldozera-dlya-zemlyanyh-rabot/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vybor-buldozera-dlya-zemlyanyh-rabot/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-17T13:28:51+00:00"
"/vybor-mini-ehkskavatora/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vybor-mini-ehkskavatora/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-13T15:44:22+00:00"
"/vybor-samosvala/","post","","","informational_or_directory","","existing_inventory","https://katet.tech/vybor-samosvala/","not_crawled","see keyword-research.csv","template=blog_or_article; lastmod=2026-02-13T15:31:52+00:00"
"/brand/arenda-ehkskavatora-volvo/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/arenda-ehkskavatora-volvo/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-12-10T09:04:25+00:00"
"/brand/arenda-ekskavatora-xcmg/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/arenda-ekskavatora-xcmg/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-12-10T09:04:44+00:00"
"/brand/arenda-gusenichnogo-mini-pogruzchika-bobket/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/arenda-gusenichnogo-mini-pogruzchika-bobket/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-10-17T09:02:51+00:00"
"/brand/arenda-mini-pogruzchika-bobcat/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/arenda-mini-pogruzchika-bobcat/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-10-17T08:33:34+00:00"
"/brand/avtokrany-chelyabinecz/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtokrany-chelyabinecz/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-04-21T16:43:31+00:00"
"/brand/avtokrany-galinchanin/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtokrany-galinchanin/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-22T07:22:00+00:00"
"/brand/avtokrany-ivanovecz/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtokrany-ivanovecz/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-22T07:23:48+00:00"
"/brand/avtokrany-klinczy/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtokrany-klinczy/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-22T07:22:45+00:00"
"/brand/avtokrany-liebherr/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtokrany-liebherr/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-06-26T07:49:10+00:00"
"/brand/avtokrany-xcmg/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtokrany-xcmg/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-06-26T07:39:40+00:00"
"/brand/avtovyshki-hino/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtovyshki-hino/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-15T07:47:47+00:00"
"/brand/avtovyshki-hyundai/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtovyshki-hyundai/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-14T07:54:38+00:00"
"/brand/avtovyshki-isuzi/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtovyshki-isuzi/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-14T07:39:17+00:00"
"/brand/avtovyshki-jac/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtovyshki-jac/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-06-30T07:50:07+00:00"
"/brand/avtovyshki-kamaz/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtovyshki-kamaz/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-07-29T11:49:11+00:00"
"/brand/avtovyshki-mitsubishi-fuso/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/avtovyshki-mitsubishi-fuso/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-06-30T08:03:38+00:00"
"/brand/buldozery-caterpillar/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/buldozery-caterpillar/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-07-07T10:53:57+00:00"
"/brand/buldozery-komatsu/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/buldozery-komatsu/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-07-07T10:51:33+00:00"
"/brand/buldozery-shantui/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/buldozery-shantui/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-07-07T10:55:03+00:00"
"/brand/buldozery-t-130/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/buldozery-t-130/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-07-07T10:53:34+00:00"
"/brand/buldozery-t-170/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/buldozery-t-170/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-07-07T10:53:09+00:00"
"/brand/dlinnomery-hyundai/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/dlinnomery-hyundai/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-05-05T14:02:30+00:00"
"/brand/dlinnomery-iveco/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/dlinnomery-iveco/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-05-05T12:15:07+00:00"
"/brand/dlinnomery-kamaz/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/dlinnomery-kamaz/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-05-05T14:03:51+00:00"
"/brand/dlinnomery-man/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/dlinnomery-man/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-05-05T14:02:14+00:00"
"/brand/dlinnomery-maz/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/dlinnomery-maz/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-05-05T12:15:07+00:00"
"/brand/ekskavatory-case/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-case/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-26T08:55:08+00:00"
"/brand/ekskavatory-caterpillar/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-caterpillar/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-26T08:58:36+00:00"
"/brand/ekskavatory-doosan/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-doosan/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-26T08:56:06+00:00"
"/brand/ekskavatory-hitachi/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-hitachi/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-26T08:57:26+00:00"
"/brand/ekskavatory-hyundai/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-hyundai/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-26T08:56:41+00:00"
"/brand/ekskavatory-jcb/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-jcb/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-26T08:58:13+00:00"
"/brand/ekskavatory-komatsu/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-komatsu/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-08-26T08:56:59+00:00"
"/brand/ekskavatory-pogruzchiki-case/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-pogruzchiki-case/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-12T09:11:59+00:00"
"/brand/ekskavatory-pogruzchiki-cat/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-pogruzchiki-cat/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-12T09:12:24+00:00"
"/brand/ekskavatory-pogruzchiki-jcb/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-pogruzchiki-jcb/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-12T09:11:35+00:00"
"/brand/ekskavatory-pogruzchiki-new-hohland/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/ekskavatory-pogruzchiki-new-hohland/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-12T09:12:57+00:00"
"/brand/kompressory-atlas-copco/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/kompressory-atlas-copco/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-09-26T08:07:06+00:00"
"/brand/krany-manipulyatory-daewoo/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/krany-manipulyatory-daewoo/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-12T09:16:08+00:00"
"/brand/krany-manipulyatory-isuzu/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/krany-manipulyatory-isuzu/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-12T09:15:07+00:00"
"/brand/krany-manipulyatory-kamaz/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/krany-manipulyatory-kamaz/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2026-01-19T08:07:37+00:00"
"/brand/podemniki-aurora/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/podemniki-aurora/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-09-24T10:03:10+00:00"
"/brand/podemniki-genie/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/podemniki-genie/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-04-30T07:24:02+00:00"
"/brand/podemniki-haulotte/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/podemniki-haulotte/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-04-30T07:24:19+00:00"
"/brand/samosvaly-howo/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/samosvaly-howo/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-04-21T17:18:24+00:00"
"/brand/samosvaly-kamaz/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/samosvaly-kamaz/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-04-21T17:16:47+00:00"
"/brand/samosvaly-man/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/samosvaly-man/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-04-21T17:17:15+00:00"
"/brand/samosvaly-scania/","brand","","","navigational","","existing_inventory","https://katet.tech/brand/samosvaly-scania/","not_crawled","see keyword-research.csv","template=brand_landing; lastmod=2025-04-21T16:14:21+00:00"
"/arenda_spetstekhniki/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2026-02-24T09:21:29+00:00"
"/arenda_spetstekhniki/avtokran-chelyabinecz-vezdehod-16-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-chelyabinecz-vezdehod-16-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-04-21T16:42:31+00:00"
"/arenda_spetstekhniki/avtokran-chelyabinecz-vezdehod-32-tonny/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-chelyabinecz-vezdehod-32-tonny/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-04-21T16:43:31+00:00"
"/arenda_spetstekhniki/avtokran-galinchanin-25-tonn-s-guskom/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-galinchanin-25-tonn-s-guskom/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2026-01-22T07:22:00+00:00"
"/arenda_spetstekhniki/avtokran-ivanovecz-25-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-ivanovecz-25-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2026-01-22T07:21:13+00:00"
"/arenda_spetstekhniki/avtokran-ivanovecz-40-tonn-s-guskom/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-ivanovecz-40-tonn-s-guskom/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2026-01-22T07:23:18+00:00"
"/arenda_spetstekhniki/avtokran-ivanovecz-50-tonn-s-guskom/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-ivanovecz-50-tonn-s-guskom/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2026-01-22T07:23:48+00:00"
"/arenda_spetstekhniki/avtokran-ivanovecz-vezdehod-25-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-ivanovecz-vezdehod-25-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-04-21T16:44:29+00:00"
"/arenda_spetstekhniki/avtokran-kamaz-ks-35714k-3-ivanovec-16-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-kamaz-ks-35714k-3-ivanovec-16-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2026-02-24T09:21:29+00:00"
"/arenda_spetstekhniki/avtokran-klinczy-32-tonny/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-klinczy-32-tonny/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2026-01-22T07:22:45+00:00"
"/arenda_spetstekhniki/avtokran-liebherr-100-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-liebherr-100-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-04-21T17:08:45+00:00"
"/arenda_spetstekhniki/avtokran-liebherr-130-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-liebherr-130-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-04-21T17:09:16+00:00"
"/arenda_spetstekhniki/avtokran-liebherr-200-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-liebherr-200-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-04-21T17:09:34+00:00"
"/arenda_spetstekhniki/avtokran-liebherr-250-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-liebherr-250-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-04-23T07:15:17+00:00"
"/arenda_spetstekhniki/avtokran-liebherr-90-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-liebherr-90-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-06-26T07:49:10+00:00"
"/arenda_spetstekhniki/avtokran-xcmg-60-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-xcmg-60-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-04-21T16:48:15+00:00"
"/arenda_spetstekhniki/avtokran-xcmg-70-tonn/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtokran-xcmg-70-tonn/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-06-26T07:39:40+00:00"
"/arenda_spetstekhniki/avtovyshka-12-14-m-s-gruzovoj-platformoj/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtovyshka-12-14-m-s-gruzovoj-platformoj/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-06-30T07:31:17+00:00"
"/arenda_spetstekhniki/avtovyshka-16-18-m-s-gruzovoj-platformoj/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtovyshka-16-18-m-s-gruzovoj-platformoj/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-06-30T07:50:39+00:00"
"/arenda_spetstekhniki/avtovyshka-16-m/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtovyshka-16-m/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-06-30T07:50:07+00:00"
"/arenda_spetstekhniki/avtovyshka-18-m/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtovyshka-18-m/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-06-30T08:03:38+00:00"
"/arenda_spetstekhniki/avtovyshka-22-m/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtovyshka-22-m/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-08-14T07:39:17+00:00"
"/arenda_spetstekhniki/avtovyshka-24-m/","spetstekhnika","","","navigational","","existing_inventory","https://katet.tech/arenda_spetstekhniki/avtovyshka-24-m/","not_crawled","see keyword-research.csv","template=equipment_item; lastmod=2025-08-14T07:54:38+00:00"
